ds,y,AVG_SUB,AVG_ITEM_PRICE,AVG_ITEM_CT,day_of_week,is_weekend,month,quarter,day_of_month,week_of_year,time_index,year,is_holiday,is_holiday_adjacent,is_new_years,is_july4,is_christmas,is_thanksgiving_period,is_super_bowl_period,lag_364,lag_364_avg
2025-06-07,232359,27.04584462,5.103804749,5.299153,5,1,6,2,7,23,523,2025,0,0,0,0,0,0,0,176786.0,163840.0
2025-06-08,231945,27.168643,4.933594485,5.506866,6,1,6,2,8,23,524,2025,0,0,0,0,0,0,0,176714.0,162892.57142857142
2025-06-09,197669,26.40506782,4.852159712,5.441921,0,0,6,2,9,24,525,2025,0,0,0,0,0,0,0,152198.0,162173.42857142858
2025-06-10,190119,26.26527149,4.949987064,5.306129,1,0,6,2,10,24,526,2025,0,0,0,0,0,0,0,146867.0,161616.14285714287
2025-06-11,191168,26.08741458,4.962479857,5.256931,2,0,6,2,11,24,527,2025,0,0,0,0,0,0,0,148398.0,161083.57142857142
2025-06-12,204003,26.27461866,5.039166588,5.21408,3,0,6,2,12,24,528,2025,0,0,0,0,0,0,0,159374.0,160994.57142857142
2025-06-13,215187,26.67824134,5.106551492,5.224317,4,0,6,2,13,24,529,2025,0,0,0,0,0,0,0,168509.0,161263.7142857143
2025-06-14,234392,27.38412732,5.154400548,5.312767,5,1,6,2,14,24,530,2025,0,0,0,0,0,0,0,178876.0,161562.2857142857
2025-06-15,239156,27.52273428,5.131512528,5.363474,6,1,6,2,15,24,531,2025,0,0,0,0,0,0,0,180158.0,162054.2857142857
2025-06-16,200380,26.23912177,4.942558819,5.308813,0,0,6,2,16,25,532,2025,0,0,0,0,0,0,0,155731.0,162559.0
2025-06-17,195092,25.86114848,4.882850736,5.296322,1,0,6,2,17,25,533,2025,0,0,0,0,0,0,0,155356.0,163771.7142857143
2025-06-18,203772,25.85735042,4.936834067,5.237638,2,0,6,2,18,25,534,2025,0,1,0,0,0,0,0,161641.0,165663.57142857142
2025-06-19,215198,26.31412806,4.997491638,5.265467,3,0,6,2,19,25,535,2025,1,1,0,0,0,0,0,157350.0,165374.42857142858
2025-06-20,214769,26.10937458,5.113392494,5.106077,4,0,6,2,20,25,536,2025,0,1,0,0,0,0,0,170572.0,165669.14285714287
2025-06-21,230776,26.54179759,5.139111942,5.164666,5,1,6,2,21,25,537,2025,0,0,0,0,0,0,0,184358.0,166452.2857142857
2025-06-22,232337,26.89406629,4.968513212,5.4129,6,1,6,2,22,25,538,2025,0,0,0,0,0,0,0,182847.0,166836.42857142858
2025-06-23,207570,26.10790644,4.961717973,5.261868,0,0,6,2,23,26,539,2025,0,0,0,0,0,0,0,159137.0,167323.0
2025-06-24,199161,25.77435934,5.004823411,5.149904,1,0,6,2,24,26,540,2025,0,0,0,0,0,0,0,154771.0,167239.42857142858
2025-06-25,202118,25.68754643,5.002201997,5.135248,2,0,6,2,25,26,541,2025,0,0,0,0,0,0,0,156249.0,166469.14285714287
2025-06-26,208871,25.50132814,4.991334755,5.10912,3,0,6,2,26,26,542,2025,0,0,0,0,0,0,0,163911.0,167406.42857142858
2025-06-27,213373,25.96761849,5.11025009,5.081477,4,0,6,2,27,26,543,2025,0,0,0,0,0,0,0,172492.0,167680.7142857143
2025-06-28,229139,26.54459306,5.133872382,5.170482,5,1,6,2,28,26,544,2025,0,0,0,0,0,0,0,184394.0,167685.85714285713
2025-06-29,230215,26.57655809,4.97054011,5.346815,6,1,6,2,29,26,545,2025,0,0,0,0,0,0,0,183671.0,167803.57142857142
2025-06-30,201678,25.69653953,4.905733518,5.238063,0,0,6,2,30,27,546,2025,0,0,0,0,0,0,0,159711.0,167885.57142857142
2025-07-01,200949,26.47361171,4.936488014,5.362843,1,0,7,3,1,27,547,2025,0,0,0,0,0,0,0,155573.0,168000.14285714287
2025-07-02,206123,26.26700519,4.938025541,5.319334,2,0,7,3,2,27,548,2025,0,0,0,0,0,0,0,163876.0,169089.7142857143
2025-07-03,220391,27.57750825,4.985857122,5.531147,3,0,7,3,3,27,549,2025,0,1,0,1,0,0,0,185272.0,172141.2857142857
2025-07-04,242925,27.49143773,5.096768945,5.393895,4,0,7,3,4,27,550,2025,1,1,0,1,0,0,0,165658.0,171165.0
2025-07-05,212012,26.41350457,5.108300864,5.170703,5,1,7,3,5,27,551,2025,0,1,0,1,0,0,0,174050.0,169687.2857142857
2025-07-06,218682,26.71603122,4.880483996,5.474054,6,1,7,3,6,27,552,2025,0,0,0,0,0,0,0,175671.0,168544.42857142858
2025-07-07,198855,26.74665917,4.825896057,5.54232,0,0,7,3,7,28,553,2025,0,0,0,0,0,0,0,155638.0,167962.57142857142
2025-07-08,191753,26.40005742,4.896703291,5.391394,1,0,7,3,8,28,554,2025,0,0,0,0,0,0,0,150312.0,167211.0
2025-07-09,186557,26.61068113,4.892195147,5.439415,2,0,7,3,9,28,555,2025,0,0,0,0,0,0,0,150919.0,165360.0
2025-07-10,201230,26.4805037,4.968639195,5.329528,3,0,7,3,10,28,556,2025,0,0,0,0,0,0,0,158886.0,161590.57142857142
2025-07-11,210532,26.63019517,5.038661209,5.285173,4,0,7,3,11,28,557,2025,0,0,0,0,0,0,0,166072.0,161649.7142857143
2025-07-12,226015,26.8721311,5.101174869,5.267832,5,1,7,3,12,28,558,2025,0,0,0,0,0,0,0,178689.0,162312.42857142858
2025-07-13,225199,27.25762423,4.90903485,5.552542,6,1,7,3,13,28,559,2025,0,0,0,0,0,0,0,178726.0,162748.85714285713
2025-07-14,198084,26.04038918,4.808442393,5.415556,0,0,7,3,14,29,560,2025,0,0,0,0,0,0,0,158064.0,163095.42857142858
2025-07-15,192053,25.9788096,4.873818321,5.330279,1,0,7,3,15,29,561,2025,0,0,0,0,0,0,0,152136.0,163356.0
2025-07-16,194708,25.94975841,4.921765655,5.272449,2,0,7,3,16,29,562,2025,0,0,0,0,0,0,0,155773.0,164049.42857142858
2025-07-17,203178,26.05849556,4.982784998,5.229705,3,0,7,3,17,29,563,2025,0,0,0,0,0,0,0,163852.0,164758.85714285713
2025-07-18,212197,26.211124,5.053788696,5.186431,4,0,7,3,18,29,564,2025,0,0,0,0,0,0,0,173511.0,165821.57142857142
2025-07-19,229545,26.78164521,5.124552676,5.226143,5,1,7,3,19,29,565,2025,0,0,0,0,0,0,0,183248.0,166472.85714285713
2025-07-20,230420,26.78461084,4.924371622,5.439194,6,1,7,3,20,29,566,2025,0,0,0,0,0,0,0,182494.0,167011.14285714287
2025-07-21,199447,25.87438287,4.866578059,5.316751,0,0,7,3,21,30,567,2025,0,0,0,0,0,0,0,161098.0,167444.57142857142
2025-07-22,191909,25.61544821,4.967351452,5.156762,1,0,7,3,22,30,568,2025,0,0,0,0,0,0,0,156932.0,168129.7142857143
2025-07-23,193993,25.69478424,5.018078866,5.120442,2,0,7,3,23,30,569,2025,0,0,0,0,0,0,0,157288.0,168346.14285714287
2025-07-24,203819,25.64773338,5.03269485,5.096223,3,0,7,3,24,30,570,2025,0,0,0,0,0,0,0,164941.0,168501.7142857143
2025-07-25,217230,25.84853317,5.113796917,5.054666,4,0,7,3,25,30,571,2025,0,0,0,0,0,0,0,170444.0,168063.57142857142
2025-07-26,231949,26.23571475,5.160686888,5.083764,5,1,7,3,26,30,572,2025,0,0,0,0,0,0,0,178832.0,167432.7142857143
2025-07-27,230950,26.37206937,4.949799607,5.327906,6,1,7,3,27,30,573,2025,0,0,0,0,0,0,0,177540.0,166725.0
2025-07-28,203891,25.78235395,4.886482512,5.27626,0,0,7,3,28,31,574,2025,0,0,0,0,0,0,0,157267.0,166177.7142857143
2025-07-29,200191,25.42270482,4.9488975,5.137044,1,0,7,3,29,31,575,2025,0,0,0,0,0,0,0,157645.0,166279.57142857142
2025-07-30,201605,25.37249969,4.968160287,5.107021,2,0,7,3,30,31,576,2025,0,0,0,0,0,0,0,161607.0,166896.57142857142
2025-07-31,214554,25.47359262,5.009744749,5.084808,3,0,7,3,31,31,577,2025,0,0,0,0,0,0,0,180513.0,169121.14285714287
2025-08-01,233006,26.67747646,5.194546138,5.13567,4,0,8,3,1,31,578,2025,0,0,0,0,0,0,0,184180.0,171083.42857142858
2025-08-02,239198,27.01834146,5.142806291,5.253618,5,1,8,3,2,31,579,2025,0,0,0,0,0,0,0,190031.0,172683.2857142857
2025-08-03,236161,26.96140819,4.951219112,5.445408,6,1,8,3,3,31,580,2025,0,0,0,0,0,0,0,189705.0,174421.14285714287
2025-08-04,203625,26.42990198,4.915472646,5.376879,0,0,8,3,4,32,581,2025,0,0,0,0,0,0,0,163955.0,175376.57142857142
2025-08-05,194261,26.30175305,4.990564537,5.270296,1,0,8,3,5,32,582,2025,0,0,0,0,0,0,0,157159.0,175307.14285714287
2025-08-06,195971,25.91848268,4.985141528,5.199147,2,0,8,3,6,32,583,2025,0,0,0,0,0,0,0,156853.0,174628.0
2025-08-07,204466,26.73322308,5.083908306,5.2584,3,0,8,3,7,32,584,2025,0,0,0,0,0,0,0,165558.0,172491.57142857142
2025-08-08,215628,27.43228778,5.210023878,5.26529,4,0,8,3,8,32,585,2025,0,0,0,0,0,0,0,170005.0,170466.57142857142
